id,courses_title,degree_field,exp_duration,url,skills,skill_1,skill_2,skill_3,cert_titles,exp_group
karnagajab,"['computer aided design digital systems (prof. yanzhi wang)', 'computer system organization (prof. gandhi puvvada)', 'diagnosis design reliable digital systems', 'directed research (prof. mike zyda)', 'directed research (prof. young cho)', 'mos vlsi circuit design (prof. alice parker)', 'solid state processing integrated circuits laboratory (prof. kian kaviani)', 'vlsi system design (prof. shahin nazarian)', 'vlsi system design (prof. shahin nazarian)', 'digital logic design', 'digital signal processing', 'embedded systems', 'integrated circuits applications', 'microcontroller interfacing', 'simulation design tools', 'vlsi technology design', 'algorithms: design analysis', 'part 1']",[],131,https://www.linkedin.com/in/karnagajab,"['Debugging', 'Envelope', 'Performance']",debugging javascript,synthesizer envelope design,linux performance optimization,[],1
phoose,[''],[],139,https://www.linkedin.com/in/phoose,"['Network', 'Routing', 'WAN']",network configuration,routing protocols,wan technologies,[],1
briananello,[''],['Computer Science and Engineering'],18,https://www.linkedin.com/in/briananello,"['Spring', 'C++', 'Java']",spring framework,c++ ide,java ide,[],0
vanshilshah,[''],"['Computer Science and Engineering', 'Honors and Distinction Programs']",148,https://www.linkedin.com/in/vanshilshah,"['Full-stack', 'buffer', 'architecture']",full-stack development,protocol buffer usage,microservice architecture,['CCNA Exploration: Network Fundamentals'],1
tejttrivedi,[''],"['Computer Science and Engineering', 'Electrical and Computer Engineering']",132,https://www.linkedin.com/in/tejttrivedi,"['Database', 'Cloud', 'Java']",database management,cloud computing,java programming,[],1
lucky-vidmar,[''],"['Computer Science and Engineering', 'Computer Science and Engineering']",345,https://www.linkedin.com/in/lucky-vidmar,"['Music', 'management', 'IoT', 'Data Analytics Suite']",music business management,iot security,data analysis,[],2
matthewjohncox,[''],"['Electrical Engineering and Related Disciplines', 'Electrical Engineering and Related Disciplines']",171,https://www.linkedin.com/in/matthewjohncox,"['Industrial', 'Programming', 'Robot']",industrial automation,plc programming,robot interfacing,[],1
eric-descisciolo-2700905,[''],"['Telecommunications and Electronics', 'Telecommunications and Electronics']",117,https://www.linkedin.com/in/eric-descisciolo,"['Network', 'Data Analytics Suite', 'Layer', 'Ruby on Rails Development', 'Enterprise', 'design']",network security analysis,layer 3 routing,enterprise network design,"['A+', 'MCDST', 'MCP', 'Network+', 'Security+']",1
lovina-dmello,[''],"['Computer Science and Engineering', 'Electrical and Computer Engineering']",110,https://www.linkedin.com/in/lovina-dmello,"['Containerization', 'DevOps', 'Kubernetes']",containerization,devops,kubernetes,"['Oracle Autonomous Database Cloud 2019 Certified Specialist', 'Oracle Certified Professional, Java SE 6 Programmer', 'Oracle Cloud Infrastructure 2018 Certified Architect Associate', 'Oracle Cloud Platform Application Integration 2018 Certified Associate']",1
wanchaol,"['algorithm complexity', 'compiler principles', 'computer system architecture', 'data structure', 'massive data processing', 'operating systems', 'software engineering', 'web technology development', 'convex optimiztion', 'database applications', 'distributed systems', 'embedded systems', 'intermediate statistics', 'introduction computer systems', 'machine learning', 'machine learning with large datasets', 'math foundations data science', 'search engines']","['Computer Science and Engineering', 'Computer Science and Engineering']",122,https://www.linkedin.com/in/wanchaol,"['Machine', 'Analysis', 'Hadoop']",machine learning,data analysis,hadoop administration,[],1
boaz-cogan-407561102,[''],"['Computer Science and Engineering', 'Computational Mathematics and Engineering']",24,https://www.linkedin.com/in/boaz-cogan,"['Model', 'Data', 'Model']",model selection,data preprocessing,model evaluation,"['Convolutional Neural Networks', 'Neural Networks and Deep Learning', 'Structuring Machine Learning Projects']",0
varun-uppala-a995ab164,"['algorithms', 'data analytics', 'database management system', 'empirical methods natural language processing', 'information assurance', 'information retrieval system', 'machine translation', 'massive data fundamentals', 'text mining']",['Computer Science and Engineering'],24,https://www.linkedin.com/in/varunuppala,"['Data', 'Azure', 'administration']",data processing,azure data management,database administration,"['Learning R', 'Advanced SQL for Data Scientists', 'Spark And Python For Big Data with PySpark', 'Course-by-Course Evaluation (ICAP)']",0
sunil-nayyar-16931414,[''],"['Information Technology (IT) and Management', 'Computer Science and Engineering']",73,https://www.linkedin.com/in/sunil-nayyar,"['Cloud', 'design', 'Cloud', 'planning', 'Azure', 'certification']",cloud architecture design,cloud strategy planning,azure fundamentals certification preparation,['ITIL V3 Foundations Certificate'],0
omar-tuffaha-59a13210a,[''],"['Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science: Vision, Graphics, Interaction, and Robotics Track']",71,https://www.linkedin.com/in/omartuffaha,"['React', 'MVC', 'development', 'Java', 'Programming Paradigms']",react development,asp.net mvc 5 development,java functional programming,['MTEL Mathematics 09 Certification (High School Mathematics)'],0
blake-m-lawson,[''],['Computer Science and Engineering'],67,https://www.linkedin.com/in/blake-m-lawson,"['Microservice', 'implementation', 'Software', 'principles']",microservice development,authentication implementation,software design principles,[],0
career-vasudev,[''],['Communications and Electronics Engineering'],143,https://www.linkedin.com/in/career-vasudev,"['Microservice', 'engineering\xa0', 'Pandas']",microservice architecture,data engineering,pandas optimization,[],1
arorash,[''],['Electrical Engineering and Electronics'],133,https://www.linkedin.com/in/arorash,"['Data', 'Data', 'Data']",data warehousing,data visualization,data analysis,"['Sas Certified Base Programmer for SAS 9', 'Regression Models', 'R Programming']",1
navjot-singh-32047ab,"['compiler optimization', 'concurrent programming using java', 'mobile communication', 'software architecture']","['Computer Science and Engineering', 'Information Technology']",49,https://www.linkedin.com/in/navjot-singh-32047ab,"['Kotlin', 'Debugging', 'Multithreading']",kotlin development,debugging techniques,multithreading management,[],0
mingfang-chang-0216,"['algorithms data science', 'calculus', 'computer networks', 'computer system principles', 'computer vision', 'data structure', 'introduction algorithms', 'linear algebra', 'operating systems', 'reasoning under uncertainty', 'software engineering']","['Data Science and Analytics', 'Computer Science and Engineering']",53,https://cn.linkedin.com/in/mingfang-chang-0216,"['Data', 'science', 'Webpack']",data analysis,data science,webpack,[],0
bertlove,[''],[''],88,https://www.linkedin.com/in/bertlove,"['Machine', 'modeling', 'iOS', 'development', 'Swift']",machine learning modeling,ios app development,swift programming,[],0
stephaniebalais,[''],['Mechanical Engineering and Related Fields'],78,https://www.linkedin.com/in/stephaniebalais,"['GUI', 'Data Analytics Suite', 'Influence']",gui programming,data analysis,influence skills,"['Accessibility in Action', 'JMP Software: Custom Design of Experiments', 'JMP Software: Statistical Decisions Using ANOVA and Regression (JMP 14)', 'Design for Six Sigma Green Belt Certification']",0
maghazi7,[''],['Mechanical Engineering and Related Fields'],28,https://www.linkedin.com/in/maghazi7,"['Cyber', 'layout', 'Data', 'and']",cyber threat detection,pcb layout design,data analysis and visualization,[],0
aggarwaltanuj,"['adaptive control', 'introduction nanotechnology', 'noise biology', 'prediction filtering', 'analysis', 'analysis', 'automatic control flight vehicles', 'digital signal processing', 'guidance navigation aerospace vehicles', 'introduction dna techniques', 'introduction protein techniques', 'modern control system (linear)', 'modern control system (nonlinear)', 'orbital mechanics', 'real analysis', 'real analysis', 'systems engineering analysis design', 'vector space optimization']","['Signal Processing and Communications', 'Control Engineering', 'Aerospace Engineering']",53,https://www.linkedin.com/in/aggarwaltanuj,"['Machine', 'modeling', 'Operating', 'management', 'Recommender', 'development']",machine learning modeling,operating system management,recommender system development,[],0
chanhnp,[''],['Computer Science and Engineering'],112,https://www.linkedin.com/in/chanhnp,"['NLP', 'PyTorch', 'Image', 'with', 'manipulation', 'TensorFlow']",nlp with pytorch,image processing with openai,image manipulation with tensorflow,[],1
dakotah-hogaboom-059877b2,[''],"['Languages and Literature', 'Languages and Literature']",196,https://www.linkedin.com/in/dakotah-hogaboom-059877b2,"['Hardware', 'assembly', 'Software', 'management', 'Component', 'Data Analytics Suite', 'Design', 'modeling']",hardware troubleshooting,system assembly,software installation,"['Section 608 Technician Certification (Universal)', 'OSHA 10', 'Local #76 Union', 'EMT-B']",1
kevin-mandell,[''],['Mechanical Engineering and Related Fields'],207,https://www.linkedin.com/in/kevin-mandell,"['CAM', 'usage', '3D', 'Programming Paradigms']",cam software usage,3d modeling,cnc programming,[],1
antonozolin,"['computer system architecture', 'software design', 'software testing', 'systems software standards requirements']",['Computer Science and Engineering'],188,https://www.linkedin.com/in/antonozolin,"['Query', 'Package', 'Enhance']",query data,package apps,enhance c#,"['MCPS: Microsoft Certified Professional', 'MS: Programming in HTML5 with JavaScript and CSS3', 'Shaping up with Angular.js', 'MCSD: Web Applications']",1
conbeard,[''],['Computer Science and Engineering'],29,https://www.linkedin.com/in/conbeard,"['Project', 'Development', 'Full-Stack']",project planning,react development,full-stack development,[],0
neha-raj-1607,[''],[],19,https://www.linkedin.com/in/neha-raj-1607,"['Android', 'microservice']",android app development,java programming,grpc microservice development,[],0
justin-traenkenschuh-a9b235b,[''],['Computer Science and Engineering'],269,https://www.linkedin.com/in/justin-traenkenschuh-a9b235b,"['Network', 'Troubleshooting', 'Cloud']",network simulation,network troubleshooting,cloud networking,[],2
randal-poff-7a554774,[''],[],239,https://www.linkedin.com/in/randal-poff,"['Security', 'Incident', 'Change']",security implementation,incident management,change management,[],1
vladimir-filipchenko,[''],['Electrical and Computer Engineering'],161,https://www.linkedin.com/in/vladimir-filipchenko,"['Java', 'API', 'framework']",java programming,restful api development,spring framework,['Certified ScrumMaster® (CSM®)'],1
bryanmartinez97,[''],['Mechanical Engineering and Related Fields'],29,https://www.linkedin.com/in/bryanmartinez97,"['3D', 'Schematics', 'Circuit']",3d modeling,electrical schematics,circuit design,[],0
joseparada89,[''],"['Mathematical Sciences', 'Electrical and Computer Engineering']",146,https://www.linkedin.com/in/joseparada89,"['Troubleshooting', 'network', 'web', 'using']",troubleshooting mobile devices,implementing network security measures,developing web applications using c#,[],1
pedramgharghabi,[''],"['Electrical Engineering and Related Disciplines', 'Electrical Engineering and Related Disciplines', 'Electrical Engineering and Related Disciplines']",136,https://www.linkedin.com/in/pedramgharghabi,"['Values', 'Audio', 'PCB']",values alignment,audio filtering,pcb design,[],1
anthony-cintron-mba-60b2643b,[''],"['Information Systems Management and Technology', 'STEM']",93,https://www.linkedin.com/in/anthony-cintron-mba,"['Visual', 'proficiency', 'NuGet', 'management', 'ASP.NET', 'development']",visual studio proficiency,nuget package management,asp.net web development,['Applied Data Science Program'],0
luke-bates-00839012,[''],['Mechanical Engineering and Related Fields'],189,https://www.linkedin.com/in/luke-bates-00839012,"['PCB', 'design', 'Customer']",pcb design,electrical design,customer experience,[],1
