id,url,skills,skill_1,skill_2,skill_3
cbgarrett,https://www.linkedin.com/in/cbgarrett,1: Data analysis 2: Data visualization 3: SQL programming,data analysis,data visualization,sql programming
matthouglum,https://www.linkedin.com/in/matthouglum,1: Asynchronous Programming 2: Concurrency 3: Parallelism,asynchronous programming,concurrency,parallelism
markrogers116,https://www.linkedin.com/in/markrogers116,1: Text analysis 2: Data modeling 3: Predictive analytics,text analysis,data modeling,predictive analytics
raymond-smith-33a9a84,https://www.linkedin.com/in/raymond-smith-33a9a84,1: Embedded systems programming 2: Network troubleshooting 3: Audio engineering,embedded systems programming,network troubleshooting,audio engineering
yukun-su-33babaa0,https://www.linkedin.com/in/yukunsu,1: Cross-platform development 2: Desktop application development 3: CI/CD pipeline management,cross-platform development,desktop application development,ci/cd pipeline management
jsanders107,https://www.linkedin.com/in/jsanders107,1: Risk Management 2: Incident Response 3: Security Auditing,risk management,incident response,security auditing
akshat-agrawal-9b758518,https://www.linkedin.com/in/akshat-agrawal1885,1: Network security 2: Switching 3: Routing,network security,switching,routing
ducstar,https://www.linkedin.com/in/ducstar,1: Design system implementation 2: Prototyping in Figma 3: UX principles for non-designers,design system implementation,prototyping in figma,ux principles for non-designers
jerald-lozen-9a718748,https://www.linkedin.com/in/jerald-lozen-9a718748,1: Network configuration 2: Troubleshooting techniques 3: Database management,network configuration,troubleshooting techniques,database management
xiaoshun-liu-7ba786a0,https://www.linkedin.com/in/xiaoshun-liu-7ba786a0,1: Spring Boot development 2: Behavioral design patterns 3: GitHub administration,spring boot development,behavioral design patterns,github administration
xizhaome,https://www.linkedin.com/in/xizhaome,1: Array Manipulation 2: Data Modeling 3: Machine Learning Algorithms,array manipulation,data modeling,machine learning algorithms
aishwarya-deshpande-93010b77,https://www.linkedin.com/in/aishwaryadeshpande27,1: Scala programming  2: Cassandra data modeling  3: Python functional programming,scala programming,cassandra data modeling,python functional programming
jingchi-yang-5b791b5a,https://www.linkedin.com/in/jingchi-yang,1: FPGA design 2: C debugging 3: OS fundamentals,fpga design,c debugging,os fundamentals
juliana-francis-fakhoury-54165b112,https://www.linkedin.com/in/juliana-francis-fakhoury-54165b112,1: Data Analysis  2: SAS Programming  3: SQL Development,data analysis,sas programming,sql development
qin-pu,https://www.linkedin.com/in/qin-pu,1: Data Visualization 2: Data Analysis 3: Data Manipulation,data visualization,data analysis,data manipulation
lianzheng-nie-9420a169,https://www.linkedin.com/in/lianzheng-nie-b311501,1: Eclipse navigation 2: C++ syntax 3: Debugging techniques,eclipse navigation,c++ syntax,debugging techniques
saravrajavelu,https://www.linkedin.com/in/saravrajavelu,1: Neural Network Training 2: Tree Data Structures 3: Algorithm Implementation,neural network training,tree data structures,algorithm implementation
ypeng8,https://www.linkedin.com/in/ypeng8,1: Data analysis 2: Machine learning 3: Natural language processing,data analysis,machine learning,natural language processing
ghsusanibar,https://www.linkedin.com/in/ghsusanibar,1: Cloud computing 2: Machine learning 3: Business analysis,cloud computing,machine learning,business analysis
weizhi-lin-2302b7116,https://www.linkedin.com/in/weizhi-louis-lin,1: Data Binding 2: App Development 3: Code Quality,data binding,app development,code quality
jesusdavidleal,https://www.linkedin.com/in/jesusdavidleal,1: PLC programming  2: JavaScript looping  3: PLC sequencing,plc programming,javascript looping,plc sequencing
domenico-squillaro-87a003183,https://www.linkedin.com/in/domenico-squillaro,1: Alias workflow 2: Python test automation 3: JavaScript scoping rules,alias workflow,python test automation,javascript scoping rules
edsel-duarte-6951b0107,https://www.linkedin.com/in/edsel-duarte,1: Data analysis 2: Cloud computing 3: Data visualization,data analysis,cloud computing,data visualization
chenmuge,https://www.linkedin.com/in/chenmuge,1: Data Wrangling 2: Machine Learning 3: Text Analysis,data wrangling,machine learning,text analysis
craiglofgren,https://www.linkedin.com/in/craiglofgren,1: IT Security Management 2: Cloud Infrastructure Management 3: Domain Name System Management,it security management,cloud infrastructure management,domain name system management
danbo-lai-05913346,https://www.linkedin.com/in/danbo-lai-05913346,1: JavaScript development 2: iOS app development 3: SharePoint development,javascript development,ios app development,sharepoint development
jxwoon,https://www.linkedin.com/in/jxwoon,1: Augmented reality development 2: Car physics simulation 3: Java object-oriented programming,augmented reality development,car physics simulation,java object-oriented programming
brad-nelson-4339b6a9,https://www.linkedin.com/in/brad-nelson-4339b6a9,1: IoT device management  2: Linux command line  3: Agile project management,iot device management,linux command line,agile project management
shelbykostelecky,https://www.linkedin.com/in/shelbykostelecky,1: Interviewing Techniques 2: Uncovering Unconscious Bias 3: Social Media and Digital Hiring,interviewing techniques,uncovering unconscious bias,social media and digital hiring
zachary-plumley,https://www.linkedin.com/in/zachary-plumley,1: Data Serialization 2: TypeScript Development 3: SQL Querying,data serialization,typescript development,sql querying
yanxin-chen-0b437880,https://www.linkedin.com/in/yanxin-chen-0b437880,1: Cybersecurity fundamentals 2: Java profiling techniques 3: Node.js testing and quality assurance,cybersecurity fundamentals,java profiling techniques,node.js testing and quality assurance
amanda-rosenbalm-phr-cebs,https://www.linkedin.com/in/amanda-rosenbalm-phr-cebs,1: React development 2: Cloud computing 3: Data storage design,react development,cloud computing,data storage design
andrey-balanchuk-a720644,https://www.linkedin.com/in/andrey-balanchuk,1: Kernel Optimization 2: Remote Log Management 3: C Debugging,kernel optimization,remote log management,c debugging
martin-fritsch,https://www.linkedin.com/in/martin-fritsch,1: Data analysis  2: Calculus  3: MATLAB programming,data analysis,calculus,matlab programming
max-welker-ab446a157,https://www.linkedin.com/in/max-welker-ab446a157,1: Continuous improvement 2: Process optimization 3: Stress management,continuous improvement,process optimization,stress management
matthew-nevling-4a5542178,https://www.linkedin.com/in/matthew-nevling-4a5542178,1: Python programming 2: Data structure concepts 3: Programming fundamentals,python programming,data structure concepts,programming fundamentals
kunal-goel-8266716,https://www.linkedin.com/in/kungoel,1: Android app development 2: Java performance optimization 3: Node.js testing,android app development,java performance optimization,node.js testing
jonas-larsson-45873141,https://www.linkedin.com/in/jonas-larsson-45873141,1: Game Engine Development 2: Debugging Techniques 3: Device Driver Development,game engine development,debugging techniques,device driver development
victorialeighdixon,https://www.linkedin.com/in/victorialeighdixon,1: Social Media Optimization 2: Marketing Tools Management 3: Social Media Marketing,social media optimization,marketing tools management,social media marketing
prasenified,https://www.linkedin.com/in/prasenified,1: Java development   2: React development   3: RESTful web services  ,java development,react development,restful web services
andrés-salgado-bierman-53aa2a160,https://www.linkedin.com/in/andr%C3%A9s-salgado-bierman-53aa2a160,1: Critical thinking 2: PLC programming 3: Finite element analysis,critical thinking,plc programming,finite element analysis
swathi-sridhara-056b9a75,https://www.linkedin.com/in/swathi-sridhara-056b9a75,1: Data Structures   2: Dynamic Data Structure   3: Behavioral Patterns  ,data structures,dynamic data structure,behavioral patterns
aaron-costello-634886141,https://www.linkedin.com/in/costello21,1: PCB Design 2: Schematic Capture 3: C++ Programming,pcb design,schematic capture,c++ programming
jmartin367,https://www.linkedin.com/in/jmartin367,1: Test design 2: Bug management 3: Software testing,test design,bug management,software testing
simeon-tonov,https://www.linkedin.com/in/simeon-tonov,1: Optimizing Python Code 2: Data Structure Fundamentals 3: 3D Graphics Rendering,optimizing python code,data structure fundamentals,3d graphics rendering
sulaksh-natarajan-93380515,https://www.linkedin.com/in/sulaksh-natarajan-93380515,1: Debugging Vue.js code 2: Writing test cases 3: Debugging C code 4: Cybersecurity career building 5: Cybersecurity best practices,debugging vue.js code,writing test cases,debugging c code
randall-snizek-2b2ab645,https://www.linkedin.com/in/randall-snizek-2b2ab645,1: Cloud architecture design 2: Data analytics 3: Virtualization management,cloud architecture design,data analytics,virtualization management
mhjallow,https://www.linkedin.com/in/mhjallow,1: Source control  2: Python automation  3: Web browser automation,source control,python automation,web browser automation
daniel-quinn-11916775,https://www.linkedin.com/in/danjquinn42,1: Refactoring Techniques 2: Test-Driven Development 3: Concurrency Programming,refactoring techniques,test-driven development,concurrency programming
ahmad-adel-yaafar,https://www.linkedin.com/in/ahmad-adel-yaafar,1: Stream data processing 2: Data structures 3: Serialization,stream data processing,data structures,serialization
ankekanalakis,https://www.linkedin.com/in/ankekanalakis,1: Device compatibility 2: Photo editing 3: File management,device compatibility,photo editing,file management
aliyah-shah-718792100,https://www.linkedin.com/in/aliyah-shah-718792100,1: Merge Conflict Resolution 2: Full-Stack Development 3: Workflow Optimization,merge conflict resolution,full-stack development,workflow optimization
robertwhaskell,https://www.linkedin.com/in/robertwhaskell,1: CSS animations 2: JavaScript event handling 3: Ruby on Rails routing,css animations,javascript event handling,ruby on rails routing
loui-luna-80a80311b,https://www.linkedin.com/in/loui-luna-80a80311b,1: Data analysis  2: Predictive modeling  3: Data mining,data analysis,predictive modeling,data mining
christopher-bradsher-805782110,https://www.linkedin.com/in/christopher-bradsher,1: Machine learning 2: Data analysis 3: Python programming,machine learning,data analysis,python programming
mindyyip,https://www.linkedin.com/in/mindyyip,1: Module Bundling 2: AI Integration 3: Authentication Implementation,module bundling,ai integration,authentication implementation
saurabh-shanbhag-4207b0118,https://www.linkedin.com/in/saurabh-shanbhag,1: JavaScript development 2: Android development 3: React development,javascript development,android development,react development
omkar-b,https://www.linkedin.com/in/omkar-b,1: Neural Network Design 2: Data Preprocessing 3: Model Evaluation,neural network design,data preprocessing,model evaluation
sampurnabasu,https://www.linkedin.com/in/sampurnabasu,1: STL algorithm usage 2: C++ web development 3: Neural network training,stl algorithm usage,c++ web development,neural network training
